,Fragment_selected,Monoisotopic_mass_fragment,Fragment_collision,Monoisotopic_mass_collision
S[UNIMOD:1693]->T[UNIMOD:1691],S[UNIMOD:1693],1477.471331,T[UNIMOD:1691],1477.5077159999998
T[UNIMOD:1691]->S[UNIMOD:1693],T[UNIMOD:1691],1477.5077159999998,S[UNIMOD:1693],1477.471331
S[UNIMOD:1696]->S[UNIMOD:1697],S[UNIMOD:1696],1489.5189500000001,S[UNIMOD:1697],1489.544102
S[UNIMOD:1697]->S[UNIMOD:1696],S[UNIMOD:1697],1489.544102,S[UNIMOD:1696],1489.5189500000001
T[UNIMOD:1696]->T[UNIMOD:1697],T[UNIMOD:1696],1503.5346,T[UNIMOD:1697],1503.559752
T[UNIMOD:1697]->T[UNIMOD:1696],T[UNIMOD:1697],1503.559752,T[UNIMOD:1696],1503.5346
S[UNIMOD:1708]->T[UNIMOD:305],S[UNIMOD:1708],1545.545164,T[UNIMOD:305],1545.5815499999999
T[UNIMOD:305]->S[UNIMOD:1708],T[UNIMOD:305],1545.5815499999999,S[UNIMOD:1708],1545.545164
S[UNIMOD:1712]->T[UNIMOD:310],S[UNIMOD:1712],1561.540079,T[UNIMOD:310],1561.576464
T[UNIMOD:310]->S[UNIMOD:1712],T[UNIMOD:310],1561.576464,S[UNIMOD:1712],1561.540079
S[UNIMOD:1717]->T[UNIMOD:1772],S[UNIMOD:1717],1602.566628,T[UNIMOD:1772],1602.6030139999998
T[UNIMOD:1772]->S[UNIMOD:1717],T[UNIMOD:1772],1602.6030139999998,S[UNIMOD:1717],1602.566628
C[UNIMOD:415]->U[UNIMOD:424],C[UNIMOD:415],1723.939414,U[UNIMOD:424],1723.939415
U[UNIMOD:424]->C[UNIMOD:415],U[UNIMOD:424],1723.939415,C[UNIMOD:415],1723.939414
S[UNIMOD:1959]->S[UNIMOD:1960],S[UNIMOD:1959],1854.6511460000002,S[UNIMOD:1960],1854.676298
S[UNIMOD:1960]->S[UNIMOD:1959],S[UNIMOD:1960],1854.676298,S[UNIMOD:1959],1854.6511460000002
T[UNIMOD:1959]->T[UNIMOD:1960],T[UNIMOD:1959],1868.666796,T[UNIMOD:1960],1868.691948
T[UNIMOD:1960]->T[UNIMOD:1959],T[UNIMOD:1960],1868.691948,T[UNIMOD:1959],1868.666796
S[UNIMOD:1754]->T[UNIMOD:1781],S[UNIMOD:1754],1951.7039100000002,T[UNIMOD:1781],1951.7402949999998
T[UNIMOD:1781]->S[UNIMOD:1754],T[UNIMOD:1781],1951.7402949999998,S[UNIMOD:1754],1951.7039100000002
S[UNIMOD:1758]->T[UNIMOD:1785],S[UNIMOD:1758],2056.735269,T[UNIMOD:1785],2056.771655
T[UNIMOD:1785]->S[UNIMOD:1758],T[UNIMOD:1785],2056.771655,S[UNIMOD:1758],2056.735269
