,Fragment_selected,Monoisotopic_mass_fragment,Fragment_collision,Monoisotopic_mass_collision
K[UNIMOD:1905]->K[UNIMOD:1313],K[UNIMOD:1905],224.116089,K[UNIMOD:1313],224.15247499999998
K[UNIMOD:1313]->K[UNIMOD:1905],K[UNIMOD:1313],224.15247499999998,K[UNIMOD:1905],224.116089
F[UNIMOD:340]->T[UNIMOD:1987],F[UNIMOD:340],224.978921,T[UNIMOD:1987],225.022467
T[UNIMOD:1987]->F[UNIMOD:340],T[UNIMOD:1987],225.022467,F[UNIMOD:340],224.978921
S[UNIMOD:888]->A[UNIMOD:53],S[UNIMOD:888],227.12699300000003,A[UNIMOD:53],227.15213999999997
S[UNIMOD:888]->T[UNIMOD:426],S[UNIMOD:888],227.12699300000003,T[UNIMOD:426],227.15214500000002
A[UNIMOD:53]->T[UNIMOD:426],A[UNIMOD:53],227.15213999999997,T[UNIMOD:426],227.15214500000002
A[UNIMOD:53]->S[UNIMOD:888],A[UNIMOD:53],227.15213999999997,S[UNIMOD:888],227.12699300000003
T[UNIMOD:426]->A[UNIMOD:53],T[UNIMOD:426],227.15214500000002,A[UNIMOD:53],227.15213999999997
T[UNIMOD:426]->S[UNIMOD:888],T[UNIMOD:426],227.15214500000002,S[UNIMOD:888],227.12699300000003
K[UNIMOD:64]->R[UNIMOD:830],K[UNIMOD:64],228.11100399999998,R[UNIMOD:830],228.122239
R[UNIMOD:830]->K[UNIMOD:64],R[UNIMOD:830],228.122239,K[UNIMOD:64],228.11100399999998
S[UNIMOD:763]->C[UNIMOD:764],S[UNIMOD:763],229.071347,C[UNIMOD:764],229.071351
S[UNIMOD:763]->Y[UNIMOD:1278],S[UNIMOD:763],229.071347,Y[UNIMOD:1278],229.073895
S[UNIMOD:763]->C[UNIMOD:426],S[UNIMOD:763],229.071347,C[UNIMOD:426],229.113655
C[UNIMOD:764]->Y[UNIMOD:1278],C[UNIMOD:764],229.071351,Y[UNIMOD:1278],229.073895
C[UNIMOD:764]->C[UNIMOD:426],C[UNIMOD:764],229.071351,C[UNIMOD:426],229.113655
C[UNIMOD:764]->S[UNIMOD:763],C[UNIMOD:764],229.071351,S[UNIMOD:763],229.071347
Y[UNIMOD:1278]->C[UNIMOD:426],Y[UNIMOD:1278],229.073895,C[UNIMOD:426],229.113655
Y[UNIMOD:1278]->C[UNIMOD:764],Y[UNIMOD:1278],229.073895,C[UNIMOD:764],229.071351
Y[UNIMOD:1278]->S[UNIMOD:763],Y[UNIMOD:1278],229.073895,S[UNIMOD:763],229.071347
C[UNIMOD:426]->Y[UNIMOD:1278],C[UNIMOD:426],229.113655,Y[UNIMOD:1278],229.073895
C[UNIMOD:426]->C[UNIMOD:764],C[UNIMOD:426],229.113655,C[UNIMOD:764],229.071351
C[UNIMOD:426]->S[UNIMOD:763],C[UNIMOD:426],229.113655,S[UNIMOD:763],229.071347
W[UNIMOD:1924]->H[UNIMOD:2008],W[UNIMOD:1924],230.03275399999998,H[UNIMOD:2008],230.056875
W[UNIMOD:1924]->W[UNIMOD:299],W[UNIMOD:1924],230.03275399999998,W[UNIMOD:299],230.069139
H[UNIMOD:2008]->W[UNIMOD:299],H[UNIMOD:2008],230.056875,W[UNIMOD:299],230.069139
H[UNIMOD:2008]->W[UNIMOD:1924],H[UNIMOD:2008],230.056875,W[UNIMOD:1924],230.03275399999998
W[UNIMOD:299]->H[UNIMOD:2008],W[UNIMOD:299],230.069139,H[UNIMOD:2008],230.056875
W[UNIMOD:299]->W[UNIMOD:1924],W[UNIMOD:299],230.069139,W[UNIMOD:1924],230.03275399999998
S[UNIMOD:214]->S[UNIMOD:889],S[UNIMOD:214],231.134093,S[UNIMOD:889],231.134093
S[UNIMOD:889]->S[UNIMOD:214],S[UNIMOD:889],231.134093,S[UNIMOD:214],231.134093
C[UNIMOD:500]->K[UNIMOD:1883],C[UNIMOD:500],232.051783,K[UNIMOD:1883],232.08816
K[UNIMOD:1883]->K[UNIMOD:136],K[UNIMOD:1883],232.08816,K[UNIMOD:136],232.121175
K[UNIMOD:1883]->K[UNIMOD:66],K[UNIMOD:1883],232.08816,K[UNIMOD:66],232.12442299999998
K[UNIMOD:1883]->K[UNIMOD:65],K[UNIMOD:1883],232.08816,K[UNIMOD:65],232.13611099999997
K[UNIMOD:1883]->C[UNIMOD:500],K[UNIMOD:1883],232.08816,C[UNIMOD:500],232.051783
K[UNIMOD:136]->K[UNIMOD:66],K[UNIMOD:136],232.121175,K[UNIMOD:66],232.12442299999998
K[UNIMOD:136]->K[UNIMOD:65],K[UNIMOD:136],232.121175,K[UNIMOD:65],232.13611099999997
K[UNIMOD:136]->K[UNIMOD:1883],K[UNIMOD:136],232.121175,K[UNIMOD:1883],232.08816
K[UNIMOD:66]->K[UNIMOD:65],K[UNIMOD:66],232.12442299999998,K[UNIMOD:65],232.13611099999997
K[UNIMOD:66]->K[UNIMOD:136],K[UNIMOD:66],232.12442299999998,K[UNIMOD:136],232.121175
K[UNIMOD:66]->K[UNIMOD:1883],K[UNIMOD:66],232.12442299999998,K[UNIMOD:1883],232.08816
K[UNIMOD:65]->K[UNIMOD:66],K[UNIMOD:65],232.13611099999997,K[UNIMOD:66],232.12442299999998
K[UNIMOD:65]->K[UNIMOD:136],K[UNIMOD:65],232.13611099999997,K[UNIMOD:136],232.121175
K[UNIMOD:65]->K[UNIMOD:1883],K[UNIMOD:65],232.13611099999997,K[UNIMOD:1883],232.08816
C[UNIMOD:776]->S[UNIMOD:295],C[UNIMOD:776],233.088252,S[UNIMOD:295],233.08993900000002
C[UNIMOD:776]->T[UNIMOD:1425],C[UNIMOD:776],233.088252,T[UNIMOD:1425],233.08993900000002
C[UNIMOD:776]->T[UNIMOD:1310],C[UNIMOD:776],233.088252,T[UNIMOD:1310],233.10519499999998
C[UNIMOD:776]->K[UNIMOD:365],C[UNIMOD:776],233.088252,K[UNIMOD:365],233.116424
C[UNIMOD:776]->K[UNIMOD:697],C[UNIMOD:776],233.088252,K[UNIMOD:697],233.116424
S[UNIMOD:295]->T[UNIMOD:1425],S[UNIMOD:295],233.08993900000002,T[UNIMOD:1425],233.08993900000002
S[UNIMOD:295]->T[UNIMOD:1310],S[UNIMOD:295],233.08993900000002,T[UNIMOD:1310],233.10519499999998
S[UNIMOD:295]->K[UNIMOD:365],S[UNIMOD:295],233.08993900000002,K[UNIMOD:365],233.116424
S[UNIMOD:295]->K[UNIMOD:697],S[UNIMOD:295],233.08993900000002,K[UNIMOD:697],233.116424
S[UNIMOD:295]->C[UNIMOD:776],S[UNIMOD:295],233.08993900000002,C[UNIMOD:776],233.088252
T[UNIMOD:1425]->T[UNIMOD:1310],T[UNIMOD:1425],233.08993900000002,T[UNIMOD:1310],233.10519499999998
T[UNIMOD:1425]->K[UNIMOD:365],T[UNIMOD:1425],233.08993900000002,K[UNIMOD:365],233.116424
T[UNIMOD:1425]->K[UNIMOD:697],T[UNIMOD:1425],233.08993900000002,K[UNIMOD:697],233.116424
T[UNIMOD:1425]->S[UNIMOD:295],T[UNIMOD:1425],233.08993900000002,S[UNIMOD:295],233.08993900000002
T[UNIMOD:1425]->C[UNIMOD:776],T[UNIMOD:1425],233.08993900000002,C[UNIMOD:776],233.088252
T[UNIMOD:1310]->K[UNIMOD:365],T[UNIMOD:1310],233.10519499999998,K[UNIMOD:365],233.116424
T[UNIMOD:1310]->K[UNIMOD:697],T[UNIMOD:1310],233.10519499999998,K[UNIMOD:697],233.116424
T[UNIMOD:1310]->T[UNIMOD:1425],T[UNIMOD:1310],233.10519499999998,T[UNIMOD:1425],233.08993900000002
T[UNIMOD:1310]->S[UNIMOD:295],T[UNIMOD:1310],233.10519499999998,S[UNIMOD:295],233.08993900000002
T[UNIMOD:1310]->C[UNIMOD:776],T[UNIMOD:1310],233.10519499999998,C[UNIMOD:776],233.088252
K[UNIMOD:365]->K[UNIMOD:697],K[UNIMOD:365],233.116424,K[UNIMOD:697],233.116424
K[UNIMOD:365]->T[UNIMOD:1310],K[UNIMOD:365],233.116424,T[UNIMOD:1310],233.10519499999998
K[UNIMOD:365]->T[UNIMOD:1425],K[UNIMOD:365],233.116424,T[UNIMOD:1425],233.08993900000002
K[UNIMOD:365]->S[UNIMOD:295],K[UNIMOD:365],233.116424,S[UNIMOD:295],233.08993900000002
K[UNIMOD:365]->C[UNIMOD:776],K[UNIMOD:365],233.116424,C[UNIMOD:776],233.088252
K[UNIMOD:697]->K[UNIMOD:365],K[UNIMOD:697],233.116424,K[UNIMOD:365],233.116424
K[UNIMOD:697]->T[UNIMOD:1310],K[UNIMOD:697],233.116424,T[UNIMOD:1310],233.10519499999998
K[UNIMOD:697]->T[UNIMOD:1425],K[UNIMOD:697],233.116424,T[UNIMOD:1425],233.08993900000002
K[UNIMOD:697]->S[UNIMOD:295],K[UNIMOD:697],233.116424,S[UNIMOD:295],233.08993900000002
K[UNIMOD:697]->C[UNIMOD:776],K[UNIMOD:697],233.116424,C[UNIMOD:776],233.088252
W[UNIMOD:345]->K[UNIMOD:1380],W[UNIMOD:345],234.064054,K[UNIMOD:1380],234.10380999999998
W[UNIMOD:345]->C[UNIMOD:1389],W[UNIMOD:345],234.064054,C[UNIMOD:1389],234.103819
K[UNIMOD:1380]->C[UNIMOD:1389],K[UNIMOD:1380],234.10380999999998,C[UNIMOD:1389],234.103819
K[UNIMOD:1380]->K[UNIMOD:1254],K[UNIMOD:1380],234.10380999999998,K[UNIMOD:1254],234.136825
K[UNIMOD:1380]->W[UNIMOD:345],K[UNIMOD:1380],234.10380999999998,W[UNIMOD:345],234.064054
C[UNIMOD:1389]->K[UNIMOD:1254],C[UNIMOD:1389],234.103819,K[UNIMOD:1254],234.136825
C[UNIMOD:1389]->K[UNIMOD:1380],C[UNIMOD:1389],234.103819,K[UNIMOD:1380],234.10380999999998
C[UNIMOD:1389]->W[UNIMOD:345],C[UNIMOD:1389],234.103819,W[UNIMOD:345],234.064054
K[UNIMOD:1254]->C[UNIMOD:1389],K[UNIMOD:1254],234.136825,C[UNIMOD:1389],234.103819
K[UNIMOD:1254]->K[UNIMOD:1380],K[UNIMOD:1254],234.136825,K[UNIMOD:1380],234.10380999999998
H[UNIMOD:1873]->S[UNIMOD:1302],H[UNIMOD:1873],235.132075,S[UNIMOD:1302],235.141192
S[UNIMOD:1302]->H[UNIMOD:1873],S[UNIMOD:1302],235.141192,H[UNIMOD:1873],235.132075
C[UNIMOD:1271]->C[UNIMOD:1397],C[UNIMOD:1271],236.02893899999998,C[UNIMOD:1397],236.06195400000001
C[UNIMOD:1271]->R[UNIMOD:21],C[UNIMOD:1271],236.02893899999998,R[UNIMOD:21],236.067441
C[UNIMOD:1397]->R[UNIMOD:21],C[UNIMOD:1397],236.06195400000001,R[UNIMOD:21],236.067441
C[UNIMOD:1397]->K[UNIMOD:726],C[UNIMOD:1397],236.06195400000001,K[UNIMOD:726],236.09259099999997
C[UNIMOD:1397]->C[UNIMOD:1271],C[UNIMOD:1397],236.06195400000001,C[UNIMOD:1271],236.02893899999998
R[UNIMOD:21]->K[UNIMOD:726],R[UNIMOD:21],236.067441,K[UNIMOD:726],236.09259099999997
R[UNIMOD:21]->K[UNIMOD:886],R[UNIMOD:21],236.067441,K[UNIMOD:886],236.116089
R[UNIMOD:21]->C[UNIMOD:1397],R[UNIMOD:21],236.067441,C[UNIMOD:1397],236.06195400000001
R[UNIMOD:21]->C[UNIMOD:1271],R[UNIMOD:21],236.067441,C[UNIMOD:1271],236.02893899999998
K[UNIMOD:726]->K[UNIMOD:886],K[UNIMOD:726],236.09259099999997,K[UNIMOD:886],236.116089
K[UNIMOD:726]->R[UNIMOD:1927],K[UNIMOD:726],236.09259099999997,R[UNIMOD:1927],236.12732499999998
K[UNIMOD:726]->R[UNIMOD:21],K[UNIMOD:726],236.09259099999997,R[UNIMOD:21],236.067441
K[UNIMOD:726]->C[UNIMOD:1397],K[UNIMOD:726],236.09259099999997,C[UNIMOD:1397],236.06195400000001
K[UNIMOD:886]->R[UNIMOD:1927],K[UNIMOD:886],236.116089,R[UNIMOD:1927],236.12732499999998
K[UNIMOD:886]->K[UNIMOD:726],K[UNIMOD:886],236.116089,K[UNIMOD:726],236.09259099999997
K[UNIMOD:886]->R[UNIMOD:21],K[UNIMOD:886],236.116089,R[UNIMOD:21],236.067441
R[UNIMOD:1927]->K[UNIMOD:886],R[UNIMOD:1927],236.12732499999998,K[UNIMOD:886],236.116089
R[UNIMOD:1927]->K[UNIMOD:726],R[UNIMOD:1927],236.12732499999998,K[UNIMOD:726],236.09259099999997
T[UNIMOD:735]->K[UNIMOD:2007],T[UNIMOD:735],237.04933599999998,K[UNIMOD:2007],237.070081
T[UNIMOD:735]->S[UNIMOD:851],T[UNIMOD:735],237.04933599999998,S[UNIMOD:851],237.07361500000002
T[UNIMOD:735]->T[UNIMOD:725],T[UNIMOD:735],237.04933599999998,T[UNIMOD:725],237.076611
T[UNIMOD:735]->R[UNIMOD:837],T[UNIMOD:735],237.04933599999998,R[UNIMOD:837],237.086188
K[UNIMOD:2007]->S[UNIMOD:851],K[UNIMOD:2007],237.070081,S[UNIMOD:851],237.07361500000002
K[UNIMOD:2007]->T[UNIMOD:725],K[UNIMOD:2007],237.070081,T[UNIMOD:725],237.076611
K[UNIMOD:2007]->R[UNIMOD:837],K[UNIMOD:2007],237.070081,R[UNIMOD:837],237.086188
K[UNIMOD:2007]->T[UNIMOD:735],K[UNIMOD:2007],237.070081,T[UNIMOD:735],237.04933599999998
S[UNIMOD:851]->T[UNIMOD:725],S[UNIMOD:851],237.07361500000002,T[UNIMOD:725],237.076611
S[UNIMOD:851]->R[UNIMOD:837],S[UNIMOD:851],237.07361500000002,R[UNIMOD:837],237.086188
S[UNIMOD:851]->K[UNIMOD:2007],S[UNIMOD:851],237.07361500000002,K[UNIMOD:2007],237.070081
S[UNIMOD:851]->T[UNIMOD:735],S[UNIMOD:851],237.07361500000002,T[UNIMOD:735],237.04933599999998
T[UNIMOD:725]->R[UNIMOD:837],T[UNIMOD:725],237.076611,R[UNIMOD:837],237.086188
T[UNIMOD:725]->S[UNIMOD:851],T[UNIMOD:725],237.076611,S[UNIMOD:851],237.07361500000002
T[UNIMOD:725]->K[UNIMOD:2007],T[UNIMOD:725],237.076611,K[UNIMOD:2007],237.070081
T[UNIMOD:725]->T[UNIMOD:735],T[UNIMOD:725],237.076611,T[UNIMOD:735],237.04933599999998
R[UNIMOD:837]->T[UNIMOD:725],R[UNIMOD:837],237.086188,T[UNIMOD:725],237.076611
R[UNIMOD:837]->S[UNIMOD:851],R[UNIMOD:837],237.086188,S[UNIMOD:851],237.07361500000002
R[UNIMOD:837]->K[UNIMOD:2007],R[UNIMOD:837],237.086188,K[UNIMOD:2007],237.070081
R[UNIMOD:837]->T[UNIMOD:735],R[UNIMOD:837],237.086188,T[UNIMOD:735],237.04933599999998
K[UNIMOD:687]->K[UNIMOD:698],K[UNIMOD:687],237.141531,K[UNIMOD:698],237.143079
K[UNIMOD:687]->K[UNIMOD:435],K[UNIMOD:687],237.141531,K[UNIMOD:435],237.14772399999998
K[UNIMOD:698]->K[UNIMOD:435],K[UNIMOD:698],237.143079,K[UNIMOD:435],237.14772399999998
K[UNIMOD:698]->K[UNIMOD:687],K[UNIMOD:698],237.143079,K[UNIMOD:687],237.141531
K[UNIMOD:435]->K[UNIMOD:698],K[UNIMOD:435],237.14772399999998,K[UNIMOD:698],237.143079
K[UNIMOD:435]->K[UNIMOD:687],K[UNIMOD:435],237.14772399999998,K[UNIMOD:687],237.141531
M[UNIMOD:1000]->H[UNIMOD:1388],M[UNIMOD:1000],238.117829,H[UNIMOD:1388],238.14297399999998
H[UNIMOD:1388]->M[UNIMOD:1000],H[UNIMOD:1388],238.14297399999998,M[UNIMOD:1000],238.117829
S[UNIMOD:1986]->C[UNIMOD:725],S[UNIMOD:1986],239.038117,C[UNIMOD:725],239.038121
C[UNIMOD:725]->S[UNIMOD:1986],C[UNIMOD:725],239.038121,S[UNIMOD:1986],239.038117
C[UNIMOD:743]->K[UNIMOD:314],C[UNIMOD:743],239.098005,K[UNIMOD:314],239.12698799999998
C[UNIMOD:743]->K[UNIMOD:1885],C[UNIMOD:743],239.098005,K[UNIMOD:1885],239.12698799999998
C[UNIMOD:743]->K[UNIMOD:364],C[UNIMOD:743],239.098005,K[UNIMOD:364],239.136553
K[UNIMOD:314]->K[UNIMOD:1885],K[UNIMOD:314],239.12698799999998,K[UNIMOD:1885],239.12698799999998
K[UNIMOD:314]->K[UNIMOD:364],K[UNIMOD:314],239.12698799999998,K[UNIMOD:364],239.136553
K[UNIMOD:314]->C[UNIMOD:743],K[UNIMOD:314],239.12698799999998,C[UNIMOD:743],239.098005
K[UNIMOD:1885]->K[UNIMOD:364],K[UNIMOD:1885],239.12698799999998,K[UNIMOD:364],239.136553
K[UNIMOD:1885]->K[UNIMOD:314],K[UNIMOD:1885],239.12698799999998,K[UNIMOD:314],239.12698799999998
K[UNIMOD:1885]->C[UNIMOD:743],K[UNIMOD:1885],239.12698799999998,C[UNIMOD:743],239.098005
K[UNIMOD:364]->K[UNIMOD:1885],K[UNIMOD:364],239.136553,K[UNIMOD:1885],239.12698799999998
K[UNIMOD:364]->K[UNIMOD:314],K[UNIMOD:364],239.136553,K[UNIMOD:314],239.12698799999998
K[UNIMOD:364]->C[UNIMOD:743],K[UNIMOD:364],239.136553,C[UNIMOD:743],239.098005
S[UNIMOD:419]->Y[UNIMOD:728],S[UNIMOD:419],241.03514,Y[UNIMOD:728],241.050396
S[UNIMOD:419]->C[UNIMOD:1018],S[UNIMOD:419],241.03514,C[UNIMOD:1018],241.07727
Y[UNIMOD:728]->C[UNIMOD:1018],Y[UNIMOD:728],241.050396,C[UNIMOD:1018],241.07727
Y[UNIMOD:728]->S[UNIMOD:419],Y[UNIMOD:728],241.050396,S[UNIMOD:419],241.03514
C[UNIMOD:1018]->C[UNIMOD:720],C[UNIMOD:1018],241.07727,C[UNIMOD:720],241.113655
C[UNIMOD:1018]->Y[UNIMOD:728],C[UNIMOD:1018],241.07727,Y[UNIMOD:728],241.050396
C[UNIMOD:1018]->S[UNIMOD:419],C[UNIMOD:1018],241.07727,S[UNIMOD:419],241.03514
C[UNIMOD:720]->K[UNIMOD:1906],C[UNIMOD:720],241.113655,K[UNIMOD:1906],241.14263899999997
C[UNIMOD:720]->T[UNIMOD:888],C[UNIMOD:720],241.113655,T[UNIMOD:888],241.14264300000002
C[UNIMOD:720]->C[UNIMOD:1018],C[UNIMOD:720],241.113655,C[UNIMOD:1018],241.07727
K[UNIMOD:1906]->T[UNIMOD:888],K[UNIMOD:1906],241.14263899999997,T[UNIMOD:888],241.14264300000002
K[UNIMOD:1906]->S[UNIMOD:449],K[UNIMOD:1906],241.14263899999997,S[UNIMOD:449],241.167795
K[UNIMOD:1906]->K[UNIMOD:1042],K[UNIMOD:1906],241.14263899999997,K[UNIMOD:1042],241.17902399999997
K[UNIMOD:1906]->C[UNIMOD:720],K[UNIMOD:1906],241.14263899999997,C[UNIMOD:720],241.113655
T[UNIMOD:888]->S[UNIMOD:449],T[UNIMOD:888],241.14264300000002,S[UNIMOD:449],241.167795
T[UNIMOD:888]->K[UNIMOD:1042],T[UNIMOD:888],241.14264300000002,K[UNIMOD:1042],241.17902399999997
T[UNIMOD:888]->K[UNIMOD:1906],T[UNIMOD:888],241.14264300000002,K[UNIMOD:1906],241.14263899999997
T[UNIMOD:888]->C[UNIMOD:720],T[UNIMOD:888],241.14264300000002,C[UNIMOD:720],241.113655
S[UNIMOD:449]->K[UNIMOD:1042],S[UNIMOD:449],241.167795,K[UNIMOD:1042],241.17902399999997
S[UNIMOD:449]->T[UNIMOD:888],S[UNIMOD:449],241.167795,T[UNIMOD:888],241.14264300000002
S[UNIMOD:449]->K[UNIMOD:1906],S[UNIMOD:449],241.167795,K[UNIMOD:1906],241.14263899999997
K[UNIMOD:1042]->S[UNIMOD:449],K[UNIMOD:1042],241.17902399999997,S[UNIMOD:449],241.167795
K[UNIMOD:1042]->T[UNIMOD:888],K[UNIMOD:1042],241.17902399999997,T[UNIMOD:888],241.14264300000002
K[UNIMOD:1042]->K[UNIMOD:1906],K[UNIMOD:1042],241.17902399999997,K[UNIMOD:1906],241.14263899999997
C[UNIMOD:1398]->K[UNIMOD:1901],C[UNIMOD:1398],242.082083,K[UNIMOD:1901],242.09026899999998
C[UNIMOD:1398]->K[UNIMOD:1848],C[UNIMOD:1398],242.082083,K[UNIMOD:1848],242.12665399999997
C[UNIMOD:1398]->K[UNIMOD:1907],C[UNIMOD:1398],242.082083,K[UNIMOD:1907],242.12665399999997
K[UNIMOD:1901]->K[UNIMOD:1848],K[UNIMOD:1901],242.09026899999998,K[UNIMOD:1848],242.12665399999997
K[UNIMOD:1901]->K[UNIMOD:1907],K[UNIMOD:1901],242.09026899999998,K[UNIMOD:1907],242.12665399999997
K[UNIMOD:1901]->K[UNIMOD:121],K[UNIMOD:1901],242.09026899999998,K[UNIMOD:121],242.13788699999998
K[UNIMOD:1901]->C[UNIMOD:1398],K[UNIMOD:1901],242.09026899999998,C[UNIMOD:1398],242.082083
K[UNIMOD:1848]->K[UNIMOD:1907],K[UNIMOD:1848],242.12665399999997,K[UNIMOD:1907],242.12665399999997
K[UNIMOD:1848]->K[UNIMOD:121],K[UNIMOD:1848],242.12665399999997,K[UNIMOD:121],242.13788699999998
K[UNIMOD:1848]->K[UNIMOD:1901],K[UNIMOD:1848],242.12665399999997,K[UNIMOD:1901],242.09026899999998
K[UNIMOD:1848]->C[UNIMOD:1398],K[UNIMOD:1848],242.12665399999997,C[UNIMOD:1398],242.082083
K[UNIMOD:1907]->K[UNIMOD:121],K[UNIMOD:1907],242.12665399999997,K[UNIMOD:121],242.13788699999998
K[UNIMOD:1907]->K[UNIMOD:1848],K[UNIMOD:1907],242.12665399999997,K[UNIMOD:1848],242.12665399999997
K[UNIMOD:1907]->K[UNIMOD:1901],K[UNIMOD:1907],242.12665399999997,K[UNIMOD:1901],242.09026899999998
K[UNIMOD:1907]->C[UNIMOD:1398],K[UNIMOD:1907],242.12665399999997,C[UNIMOD:1398],242.082083
K[UNIMOD:121]->K[UNIMOD:1907],K[UNIMOD:121],242.13788699999998,K[UNIMOD:1907],242.12665399999997
K[UNIMOD:121]->K[UNIMOD:1848],K[UNIMOD:121],242.13788699999998,K[UNIMOD:1848],242.12665399999997
K[UNIMOD:121]->K[UNIMOD:1901],K[UNIMOD:121],242.13788699999998,K[UNIMOD:1901],242.09026899999998
Y[UNIMOD:40]->Y[UNIMOD:21],Y[UNIMOD:40],243.020145,Y[UNIMOD:21],243.029661
Y[UNIMOD:40]->S[UNIMOD:2042],Y[UNIMOD:40],243.020145,S[UNIMOD:2042],243.02966100000003
Y[UNIMOD:40]->H[UNIMOD:1380],Y[UNIMOD:40],243.020145,H[UNIMOD:1380],243.06776
Y[UNIMOD:21]->S[UNIMOD:2042],Y[UNIMOD:21],243.029661,S[UNIMOD:2042],243.02966100000003
Y[UNIMOD:21]->H[UNIMOD:1380],Y[UNIMOD:21],243.029661,H[UNIMOD:1380],243.06776
Y[UNIMOD:21]->Y[UNIMOD:40],Y[UNIMOD:21],243.029661,Y[UNIMOD:40],243.020145
S[UNIMOD:2042]->H[UNIMOD:1380],S[UNIMOD:2042],243.02966100000003,H[UNIMOD:1380],243.06776
S[UNIMOD:2042]->Y[UNIMOD:21],S[UNIMOD:2042],243.02966100000003,Y[UNIMOD:21],243.029661
S[UNIMOD:2042]->Y[UNIMOD:40],S[UNIMOD:2042],243.02966100000003,Y[UNIMOD:40],243.020145
H[UNIMOD:1380]->T[UNIMOD:763],H[UNIMOD:1380],243.06776,T[UNIMOD:763],243.086997
H[UNIMOD:1380]->H[UNIMOD:1254],H[UNIMOD:1380],243.06776,H[UNIMOD:1254],243.100775
H[UNIMOD:1380]->S[UNIMOD:2042],H[UNIMOD:1380],243.06776,S[UNIMOD:2042],243.02966100000003
H[UNIMOD:1380]->Y[UNIMOD:21],H[UNIMOD:1380],243.06776,Y[UNIMOD:21],243.029661
H[UNIMOD:1380]->Y[UNIMOD:40],H[UNIMOD:1380],243.06776,Y[UNIMOD:40],243.020145
T[UNIMOD:763]->H[UNIMOD:1254],T[UNIMOD:763],243.086997,H[UNIMOD:1254],243.100775
T[UNIMOD:763]->K[UNIMOD:1028],T[UNIMOD:763],243.086997,K[UNIMOD:1028],243.12190299999997
T[UNIMOD:763]->H[UNIMOD:1380],T[UNIMOD:763],243.086997,H[UNIMOD:1380],243.06776
H[UNIMOD:1254]->K[UNIMOD:1028],H[UNIMOD:1254],243.100775,K[UNIMOD:1028],243.12190299999997
H[UNIMOD:1254]->T[UNIMOD:763],H[UNIMOD:1254],243.100775,T[UNIMOD:763],243.086997
H[UNIMOD:1254]->H[UNIMOD:1380],H[UNIMOD:1254],243.100775,H[UNIMOD:1380],243.06776
K[UNIMOD:1028]->K[UNIMOD:866],K[UNIMOD:1028],243.12190299999997,K[UNIMOD:866],243.16165999999998
K[UNIMOD:1028]->H[UNIMOD:1254],K[UNIMOD:1028],243.12190299999997,H[UNIMOD:1254],243.100775
K[UNIMOD:1028]->T[UNIMOD:763],K[UNIMOD:1028],243.12190299999997,T[UNIMOD:763],243.086997
K[UNIMOD:866]->K[UNIMOD:1028],K[UNIMOD:866],243.16165999999998,K[UNIMOD:1028],243.12190299999997
C[UNIMOD:1390]->W[UNIMOD:6],C[UNIMOD:1390],244.051783,W[UNIMOD:6],244.084789
W[UNIMOD:6]->C[UNIMOD:1390],W[UNIMOD:6],244.084789,C[UNIMOD:1390],244.051783
K[UNIMOD:1270]->T[UNIMOD:214],K[UNIMOD:1270],245.11979499999998,T[UNIMOD:214],245.149743
K[UNIMOD:1270]->T[UNIMOD:889],K[UNIMOD:1270],245.11979499999998,T[UNIMOD:889],245.149743
T[UNIMOD:214]->T[UNIMOD:889],T[UNIMOD:214],245.149743,T[UNIMOD:889],245.149743
T[UNIMOD:214]->K[UNIMOD:1270],T[UNIMOD:214],245.149743,K[UNIMOD:1270],245.11979499999998
T[UNIMOD:889]->T[UNIMOD:214],T[UNIMOD:889],245.149743,T[UNIMOD:214],245.149743
T[UNIMOD:889]->K[UNIMOD:1270],T[UNIMOD:889],245.149743,K[UNIMOD:1270],245.11979499999998
H[UNIMOD:2007]->C[UNIMOD:320],H[UNIMOD:2007],246.034031,C[UNIMOD:320],246.067433
C[UNIMOD:320]->H[UNIMOD:2007],C[UNIMOD:320],246.067433,H[UNIMOD:2007],246.034031
H[UNIMOD:1989]->C[UNIMOD:1262],H[UNIMOD:1989],247.018047,C[UNIMOD:1262],247.051449
C[UNIMOD:1262]->H[UNIMOD:1989],C[UNIMOD:1262],247.051449,H[UNIMOD:1989],247.018047
T[UNIMOD:295]->C[UNIMOD:533],T[UNIMOD:295],247.105589,C[UNIMOD:533],247.108789
T[UNIMOD:295]->C[UNIMOD:214],T[UNIMOD:295],247.105589,C[UNIMOD:214],247.11125299999998
T[UNIMOD:295]->C[UNIMOD:1019],T[UNIMOD:295],247.105589,C[UNIMOD:1019],247.11493000000002
T[UNIMOD:295]->C[UNIMOD:532],T[UNIMOD:295],247.105589,C[UNIMOD:532],247.11510800000002
T[UNIMOD:295]->K[UNIMOD:25],T[UNIMOD:295],247.105589,K[UNIMOD:25],247.132074
C[UNIMOD:533]->C[UNIMOD:214],C[UNIMOD:533],247.108789,C[UNIMOD:214],247.11125299999998
C[UNIMOD:533]->C[UNIMOD:1019],C[UNIMOD:533],247.108789,C[UNIMOD:1019],247.11493000000002
C[UNIMOD:533]->C[UNIMOD:532],C[UNIMOD:533],247.108789,C[UNIMOD:532],247.11510800000002
